ds,CO(GT),NO2(GT),NOx(GT),C6H6(GT),Predicted_AQI
2004-03-12 18:00:00,3.7822223604282668,137.7077492325408,254.4077027143232,17.942971361659904,378.05405
2004-03-12 19:00:00,3.9062351678023397,139.56779481218135,264.2248439320355,18.37209831027197,381.60995
2004-03-12 20:00:00,3.6422899366618777,134.91364455013237,246.4952611039967,16.426744166876798,365.81787
2004-03-12 21:00:00,3.094438492018927,124.04863434326016,201.90913185794446,12.982991082560728,329.07367
2004-03-12 22:00:00,2.537285065642108,111.0273533256777,149.78643931211985,9.896764845887157,292.5544
2004-03-12 23:00:00,2.203630458248822,101.17341224447941,115.1233455586673,8.432362456239137,268.45224
2004-03-13 00:00:00,2.106739895593929,96.99360061556382,108.2506341710849,8.201421706587341,266.01935
2004-03-13 01:00:00,2.058724623123771,96.11579249980228,115.93834322561513,7.659459571891677,252.70583
2004-03-13 02:00:00,1.8693101442533107,93.46498369644392,113.73037363257392,5.739150436543377,212.35843
2004-03-13 03:00:00,1.5417017892525926,86.10141056863532,89.57118001580336,3.0778141057567305,131.39377
2004-03-13 04:00:00,1.2841635484140794,76.4834631834984,57.179839349109386,1.6322442329343225,87.98765
2004-03-13 05:00:00,1.3269404869001133,71.04849885127734,45.980798730409944,2.978820347750591,126.93218
2004-03-13 06:00:00,1.712952885921844,75.08162530784051,75.6217311845335,6.842074898442367,236.37592
2004-03-13 07:00:00,2.2501295063516733,88.18522591810029,137.48117468386863,11.192089784785596,311.03317
2004-03-13 08:00:00,2.6600670748655553,104.19201857808119,199.53529768484043,13.803118146056875,338.4542
2004-03-13 09:00:00,2.781594747941638,115.51715199817261,230.14245553485398,13.86001394417637,338.98312
2004-03-13 10:00:00,2.6534096219959484,118.24371893821404,220.09860822756974,12.252831001170506,321.41345
2004-03-13 11:00:00,2.4288159707927663,113.95270239154887,185.29129168671665,10.494587530605893,303.96112
2004-03-13 12:00:00,2.2324610958004394,107.44234725811823,150.59493988582258,9.436129868226296,287.05133
2004-03-13 13:00:00,2.1011946296792576,102.93336058613068,131.43507220381244,8.96186643875259,279.12183
2004-03-13 14:00:00,2.039574931548917,102.01604306250768,128.46376506103252,8.71976892867939,273.09824
2004-03-13 15:00:00,2.0914476677521945,104.26565071281638,135.81286689262075,8.876773614780257,276.24652
2004-03-13 16:00:00,2.319711944267582,108.78412258673276,150.43150880819945,9.972891713565113,294.26022
2004-03-13 17:00:00,2.7030865029095144,114.58650706543175,171.71015412381956,12.034292785955047,319.5005
2004-03-13 18:00:00,3.071895146898588,119.75546423413955,193.75255167676033,14.013476856601518,340.3065
2004-03-13 19:00:00,3.1858996890857423,121.17039321911277,202.28743308292968,14.362678547902085,343.9361
2004-03-13 20:00:00,2.9152854402311714,116.15603959234363,183.5359452968082,12.352452957940299,324.14114
2004-03-13 21:00:00,2.364160828676959,105.01987909994673,138.20297770423517,8.85975581221989,276.6752
2004-03-13 22:00:00,1.80716129016137,91.81996765351616,85.62132020202155,5.741301302451083,212.26256
2004-03-13 23:00:00,1.4770933376910038,81.88267293772918,50.7978834733412,4.262081075945286,171.69998
2004-03-14 00:00:00,1.3872025671226638,77.71680168419455,44.072007274087596,4.034325871023524,166.4162
2004-03-14 01:00:00,1.3495556397046256,76.95148279259408,52.21997987151133,3.5140366870555626,150.2329
2004-03-14 02:00:00,1.1738091406717424,74.5121893573502,50.78955486202044,1.634256609117978,86.06446
2004-03-14 03:00:00,0.8630759921197828,67.45884998403227,27.726573760241195,-0.9674466904789281,43.0816
2004-03-14 04:00:00,0.625505343032188,58.24876217213011,-3.25100949421784,-2.3341570705841423,49.094154
2004-03-14 05:00:00,0.6912062406741,53.3174138504665,-12.722400081167478,-0.8895014131455277,46.906258
2004-03-14 06:00:00,1.1029432127104462,57.94728223211769,18.95389938067376,3.090914974699661,132.92694
2004-03-14 07:00:00,1.6684711391370959,71.73738219060029,83.14775901309133,7.576903568125141,251.74263
2004-03-14 08:00:00,2.1091964949894124,88.51635559050274,147.824243465088,10.34231423112005,303.00635
2004-03-14 09:00:00,2.263743699219189,100.69460491542564,181.3282491861247,10.571465784553727,304.66928
2004-03-14 10:00:00,2.1705926166862746,104.34985037621055,174.440026971465,9.15374719965538,283.97165
2004-03-14 11:00:00,1.9828198713883802,101.05712598275299,143.02928082730543,7.601385448062275,252.84555
2004-03-14 12:00:00,1.8248368342139023,95.60820660720701,111.95063930036991,6.764313698598042,236.27837
2004-03-14 13:00:00,1.7332511015306646,92.21686849275878,96.60801208106335,6.525910865614959,227.70505
2004-03-14 14:00:00,1.7123750797927375,92.46608523646316,97.63024919691281,6.533009437288872,227.70505
2004-03-14 15:00:00,1.80580674641089,95.92345750283341,109.12455989245568,6.951304479995512,237.26472
2004-03-14 16:00:00,2.0761979300948425,101.68301150687753,128.01424140929225,8.319472620067097,265.2364
2004-03-14 17:00:00,2.5020226002993615,108.75169813219502,153.66295853824082,10.662264961572397,307.63962
2004-03-14 18:00:00,2.913364310374834,115.20396934783369,180.1469364393734,12.930689517576031,328.76617
2004-03-14 19:00:00,3.069751066836022,117.91098001724231,193.16690431370898,13.575426358492425,335.4421
2004-03-14 20:00:00,2.8411426243174294,114.1892694203187,178.9157787216131,11.865425111741061,317.83298
2004-03-14 21:00:00,2.331431779489181,104.33821794386874,138.07024306056323,8.675997229922853,273.60614
2004-03-14 22:00:00,1.8150497879490701,92.40796812001403,89.93515701955582,5.862186332358724,214.70522
2004-03-14 23:00:00,1.5246118003983113,83.71722461916133,59.49002453972582,4.687299965118618,185.5823
2004-03-15 00:00:00,1.4731860625511748,80.76744654265443,57.04754348861614,4.761884155263053,189.1946
2004-03-15 01:00:00,1.4726769109800082,81.18079153160288,69.35835765117227,4.54026752691509,184.25923
2004-03-15 02:00:00,1.3325944571964954,79.87619413695,71.94579483050298,2.953845976604443,126.83064
2004-03-15 03:00:00,1.0559216339187756,73.90752828381963,52.73269716665273,0.6385778095901617,59.357613
2004-03-15 04:00:00,0.8506945242307273,65.72656611145075,25.41563766807832,-0.4501800789683319,42.939007
2004-03-15 05:00:00,0.9469262782445003,61.76383885516923,19.39582304195963,1.2624481529782319,69.4072
2004-03-15 06:00:00,1.387302749402366,67.29746859283898,54.29711036872932,5.499433180537304,207.67361
2004-03-15 07:00:00,1.9795172342900784,81.92274278280104,121.47381135854106,10.229246341154528,300.5749
2004-03-15 08:00:00,2.444931404100767,99.46522283796097,188.87762603122763,13.224491098820991,330.2528
2004-03-15 09:00:00,2.6221411723615664,112.33288997168938,224.84236868889556,13.66834261655153,337.4361
2004-03-15 10:00:00,2.5496135568771634,116.6017074705435,220.13955520736363,12.449157019355727,326.76993
2004-03-15 11:00:00,2.3804272068527714,113.84561493291571,190.6325422227183,11.078246308048,308.63113
2004-03-15 12:00:00,2.239009472875075,108.85594663749964,161.17201416365185,10.404752554022055,303.5955
2004-03-15 13:00:00,2.161996851828914,105.84667671216566,147.16033102819586,10.311392330190774,304.56857
2004-03-15 14:00:00,2.153742438766465,106.40159341991762,149.22715458122647,10.444468268869317,304.93896
2004-03-15 15:00:00,2.257895473679116,110.08970117681105,161.48281069519416,10.96928061684493,307.94434
2004-03-15 16:00:00,2.5371683449318705,116.00698577137015,180.8559389621235,12.424247575994542,325.48367
2004-03-15 17:00:00,2.970103557864344,123.16287513655428,206.7176715924982,14.833998387162879,348.7422
2004-03-15 18:00:00,3.3868598317152308,129.63477287037347,233.15370545325464,17.149554743384556,369.34192
2004-03-15 19:00:00,3.547045617049153,132.29721320037675,245.8761064851313,17.821743763964548,378.9142
2004-03-15 20:00:00,3.3207050507665166,128.47049232157724,231.090837027029,16.119792192200386,362.46313
2004-03-15 21:00:00,2.811817940826596,118.45807223215489,189.4891645819201,12.919414285063317,328.85147
2004-03-15 22:00:00,2.2949039213963363,106.3144469193755,140.3918879371768,10.076176753285099,292.52524
2004-03-15 23:00:00,2.002666690993368,97.36288619669273,108.79561141901159,8.85402416406324,275.32654
2004-03-16 00:00:00,1.9482620929659578,94.10957123514153,105.03109282636808,8.864246257488315,275.46628
2004-03-16 01:00:00,1.9436800839722717,94.18148199949535,115.86778805059792,8.562014027669097,269.60275
2004-03-16 02:00:00,1.7985134947114745,92.50241971791662,116.84837861650266,6.879655657235073,236.32275
2004-03-16 03:00:00,1.5158242668832878,86.13111487769055,95.91539070522255,4.454142302305605,179.7702
2004-03-16 04:00:00,1.3037230957133152,77.52413366803745,66.78520208322166,3.241914416306688,136.87605
2004-03-16 05:00:00,1.3922927884950131,73.11668912277933,58.87873937758704,4.818991844227373,193.39384
2004-03-16 06:00:00,1.8242834761983588,78.19142634982427,91.83929556587907,8.909539153551194,277.64532
2004-03-16 07:00:00,2.4074470640134717,92.34795427207656,157.0401435884176,13.483260721953748,334.107
2004-03-16 08:00:00,2.86319800934423,109.41591557580355,222.45128998820854,16.314021383610594,365.70654
2004-03-16 09:00:00,3.030179170022315,121.8070984865005,256.42403333832937,16.586275215492858,365.29025
2004-03-16 10:00:00,2.9468987769260693,125.60096985018576,249.74639820500943,15.189664151336883,350.23962
2004-03-16 11:00:00,2.7664711963592286,122.37464531584192,218.2971367567759,13.63678248626839,337.19333
2004-03-16 12:00:00,2.6133543521545706,116.92228895946042,186.94109525781002,12.778040998919188,326.9988
2004-03-16 13:00:00,2.5242106304181164,113.4603451325283,171.09345943268917,12.49740173829074,325.41495
2004-03-16 14:00:00,2.5034148881961835,113.57470489033213,171.3952972295673,12.442380451929317,325.41495
2004-03-16 15:00:00,2.594634641619941,116.83610557252902,181.96685727378085,12.779449602157673,326.9988
2004-03-16 16:00:00,2.8605977819341653,122.34189889889308,199.74517448861477,14.048150828542793,340.03613
2004-03-16 17:00:00,3.279860313513704,129.10251975379998,224.10822499024502,16.274180875387746,365.5183
2004-03-16 18:00:00,3.68259326165426,135.196032607635,249.1469939288795,18.40956662028445,385.2693
2004-03-16 19:00:00,3.8284170265244217,137.4973039632865,260.5772951062054,18.906072476678737,390.8814
2004-03-16 20:00:00,3.587388184123528,133.32665538953248,244.60733223757094,17.03378986431405,369.73767
2004-03-16 21:00:00,3.063500310120449,122.9872928491089,201.92915951393798,13.669221236098414,336.6714
2004-03-16 22:00:00,2.5312889510331833,110.53320170621322,151.86297627042654,10.668642029887048,307.63962
2004-03-16 23:00:00,2.2234766394404986,101.28692220718965,119.40348523476908,9.296623957135678,283.93002
2004-03-17 00:00:00,2.1532416974446944,97.75371894369042,114.87833843728433,9.165001069612414,283.2551
2004-03-17 01:00:00,2.132600859529862,97.55950394283731,125.05279213988821,8.729405434764075,273.95364
2004-03-17 02:00:00,1.971178605527372,95.62689592917756,125.46435523486585,6.922543478135035,237.26472
2004-03-17 03:00:00,1.6720738757566478,89.01336566812691,104.04953780285892,4.381682954051108,177.42116
2004-03-17 04:00:00,1.4434400864559653,80.1741797112036,74.51799426466448,3.0634811831042423,132.96329
2004-03-17 05:00:00,1.515408747217307,75.54324822197687,66.28336155110902,4.544097738856158,184.21388
2004-03-17 06:00:00,1.9307848094682407,80.40194569105874,98.98122007475101,8.547762985723258,269.2091
2004-03-17 07:00:00,2.4973811264149823,94.34867642283137,163.97685135207007,13.044176924814556,329.81403
2004-03-17 08:00:00,2.9366791090927933,111.2119759716342,229.2321341301411,15.807134078537914,357.60153
2004-03-17 09:00:00,3.0873943195013167,123.40265166889172,263.0902417842385,16.020956921588034,361.7145
2004-03-17 10:00:00,2.988113055184577,126.99934128241432,256.3312098099842,14.575099469159614,344.6855
2004-03-17 11:00:00,2.792032592952335,123.5785052179396,224.82606371177582,12.981917008177735,329.74783
2004-03-17 12:00:00,2.623697965749678,117.93384427060207,193.43230280082255,12.091535617409571,320.12894
2004-03-17 13:00:00,2.519862102206423,114.28154543749693,177.5582523899344,11.787592449749647,317.68866
2004-03-17 14:00:00,2.484992957991471,114.20745793620314,177.83870148384412,11.717243673137535,317.68866
2004-03-17 15:00:00,2.5628527247054302,117.28249785816146,188.38828308805896,12.046572945472652,319.8163
2004-03-17 16:00:00,2.8162644763721993,122.60441674299085,206.13914760795794,13.314709210988559,334.27496
2004-03-17 17:00:00,3.223878760816013,129.18426623925325,230.46517065435563,15.546917770730861,356.95822
2004-03-17 18:00:00,3.6159592985070823,135.10093586252734,255.45405837441479,17.694780204067385,376.74823
2004-03-17 19:00:00,3.7522160809053853,137.2303123638397,266.81918878293516,18.209606358426107,381.60995
2004-03-17 20:00:00,3.502790886092072,132.8939154672567,250.76717886419837,16.36102805400222,364.76282
2004-03-17 21:00:00,2.971756805211938,122.3963059433037,207.98933522827934,13.025086951881189,330.0215
2004-03-17 22:00:00,2.4337219222712463,109.79295571905845,157.8059234699798,10.057599920205929,291.45444
2004-03-17 23:00:00,2.121473062522422,100.40799519374339,125.21248628496325,8.722685285823253,273.95364
2004-03-18 00:00:00,2.0482433721733955,96.74835169227079,120.53823521077123,8.6317313958344,272.32993
2004-03-18 01:00:00,2.0260937789614104,96.44163917235596,130.55063834568074,8.23993431071374,265.2364
2004-03-18 02:00:00,1.864681242220854,94.41218223687551,130.78998967320453,6.479575687046354,225.12196
2004-03-18 03:00:00,1.5671244816804009,87.7191248975712,109.19606802176853,3.9875108183923276,161.49234
2004-03-18 04:00:00,1.3415831195922654,78.81933697881793,79.48218161448186,2.719997488829539,119.523285
2004-03-18 05:00:00,1.4181805530232605,74.14822441771508,71.06590025697582,4.252808844154578,171.43509
2004-03-18 06:00:00,1.8396986991096482,78.98851285532928,103.58690467994882,8.309801712038102,264.93243
2004-03-18 07:00:00,2.41391200612418,92.93977699543319,168.41462872936742,12.860314865219632,328.99548
2004-03-18 08:00:00,2.862247825445543,109.83150748772191,233.51503813286905,15.677792999991311,357.0652
2004-03-18 09:00:00,3.0233518939885395,122.07521904138193,267.235210517759,15.946218984149708,356.63126
2004-03-18 10:00:00,2.9357249881580842,125.74997935494223,260.358787439478,14.554716037690387,344.6855
2004-03-18 11:00:00,2.752463421333066,122.43237478220335,228.75999060727364,13.015315885413882,330.57584
2004-03-18 12:00:00,2.597996261330279,116.91590521648583,197.29899970499474,12.177826586746283,320.12894
2004-03-18 13:00:00,2.508946096890188,113.41621112924983,181.3862060214995,11.92557107115691,319.05127
2004-03-18 14:00:00,2.4896369802374227,113.51823528624772,181.657760720023,11.905393338636998,319.05127
2004-03-18 15:00:00,2.583674626575124,116.79161789141784,192.22887640878582,12.283065257531199,320.94012
2004-03-18 16:00:00,2.8537142234215356,122.33246069833146,210.03143388961522,13.5974028049631,335.13937
2004-03-18 17:00:00,3.278228347893443,129.14979244908815,234.43813666228357,15.873355758517345,357.34982
2004-03-18 18:00:00,3.687294142994178,135.32011277554378,259.5345773687463,18.06218646761883,380.36765
2004-03-18 19:00:00,3.8404280314552883,137.71656312639058,271.0310555161624,18.614880970356356,385.36502
2004-03-18 20:00:00,3.6075729695017107,133.65757945867128,255.1301369076307,16.800742145734397,367.93246
2004-03-18 21:00:00,3.0925998169255537,123.44432256663276,212.518112999001,13.495477387636033,334.28268
2004-03-18 22:00:00,2.5699129472932314,111.12857558179824,162.50929553216346,10.554564166519317,304.2576
2004-03-18 23:00:00,2.2720959936265617,102.03052357947497,130.0923764874487,9.24177689196232,284.23816
2004-03-19 00:00:00,2.2121814706281993,98.65292890419863,125.5888779043295,9.168156515127857,282.2434
2004-03-19 01:00:00,2.2020343018179522,98.61906197971302,135.7578135101885,8.788549707412734,274.07928
2004-03-19 02:00:00,2.0511221367699273,96.84877019971535,136.13034698034912,7.034888671287257,237.125
2004-03-19 03:00:00,1.7623831251398392,90.39663486945221,114.63655395578007,4.543681547773762,183.62343
2004-03-19 04:00:00,1.5438070588220236,81.71492853905076,84.97958259412636,3.270844060340031,135.56482
2004-03-19 05:00:00,1.6253601763042997,77.2344784033906,76.56651336376734,4.791815579032675,189.27489
2004-03-19 06:00:00,2.049681749520568,82.23350453856723,109.0263460511805,8.830131005353612,275.1775
2004-03-19 07:00:00,2.624419824423922,96.3072048002521,173.7177879861749,13.354822935189697,334.28973
2004-03-19 08:00:00,3.0708931896685323,113.28087746540888,238.59618537494387,16.139049827808847,362.85626
2004-03-19 09:00:00,3.22765830358197,125.56208463770369,271.9982604684907,16.366532683983475,364.73627
2004-03-19 10:00:00,3.1331472225519246,129.22623530909732,264.69772327851024,14.926161839941493,348.49033
2004-03-19 11:00:00,2.9404091865513124,125.8466033057853,232.5594479064786,13.329769854114026,334.78244
2004-03-19 12:00:00,2.773848724119626,120.21377192960394,200.43500875204145,12.427004126254742,325.91876
2004-03-19 13:00:00,2.670087093574845,116.54090757278615,183.7270886426647,12.10107020713477,319.90808
2004-03-19 14:00:00,2.6334706775138805,116.41096420093379,183.06517555842106,11.998742685357135,319.05127
2004-03-19 15:00:00,2.7076514040942024,119.39211687069775,192.55900453200064,12.285776510544745,320.77832
2004-03-19 16:00:00,2.955354542876263,124.57955927573747,209.1362945597628,13.5010275229043,335.13937
2004-03-19 17:00:00,3.355146370849825,130.98199718912517,232.16702116690607,15.669546123258147,356.92816
2004-03-19 18:00:00,3.737220859947424,136.67621450673377,255.73558701572233,17.742759640108567,378.05405
2004-03-19 19:00:00,3.8612336673174834,138.53626008626316,265.55272823302346,18.171886588701895,380.36765
2004-03-19 20:00:00,3.5972884361748996,133.88210982415038,247.8231454047825,16.22653244530331,364.76282
2004-03-19 21:00:00,3.049436991537772,123.01709961747869,203.2370161594471,12.782779361009377,327.3551
2004-03-19 22:00:00,2.4922835651594006,109.99581859983479,151.11432361337214,9.696553124327902,288.85446
2004-03-19 23:00:00,2.1586289577645266,100.14187751856693,116.45122985969533,8.232150734676448,266.3221
2004-03-20 00:00:00,2.061738395117471,95.96206588989085,109.57851847312975,8.001209985074597,259.2033
2004-03-20 01:00:00,2.013723122644227,95.08425777406394,117.26622752734721,7.459247850350029,247.63405
2004-03-20 02:00:00,1.8243086437699851,92.4334489705986,115.05825793385071,5.538938714977049,208.76175
2004-03-20 03:00:00,1.4967002887733836,85.0698758428678,90.8990643175016,2.8776023842316727,124.42459
2004-03-20 04:00:00,1.2391620479396417,75.45192845812188,58.507723651891695,1.4320325114008412,84.785545
2004-03-20 05:00:00,1.281938986422045,70.01696412554011,47.30868303214413,2.778608626223119,121.39281
2004-03-20 06:00:00,1.6679513854136983,74.05009058152892,76.94961548333777,6.641863176664774,227.6982
2004-03-20 07:00:00,2.2051280058753076,87.15369119241976,138.80905898593042,10.991878063283773,307.834
2004-03-20 08:00:00,2.6150655743893254,103.1604838524423,200.86318198694138,13.60290642454093,336.91727
2004-03-20 09:00:00,2.7365932474625962,114.48561727246755,231.47033983659713,13.659802222634482,337.4462
2004-03-20 10:00:00,2.6084081215159505,117.21218421242278,221.42649252909433,12.052619279646198,320.83734
2004-03-20 11:00:00,2.3838144703153548,112.92116766582996,186.61917598852372,10.294375809093458,301.06424
2004-03-20 12:00:00,2.1874595953239404,106.41081253243742,151.92282418775514,9.235918146711754,285.35352
2004-03-20 13:00:00,2.056193129195165,101.90182586020818,132.76295650489956,8.761654717206232,273.6506
2004-03-20 14:00:00,1.994573431068203,100.98450833668947,129.79164936254793,8.51955720715322,269.97037
2004-03-20 15:00:00,2.046446167274474,103.23411598708749,137.14075119445707,8.67656189326562,273.17746
2004-03-20 16:00:00,2.2747104437833894,107.7525878608034,151.7593931091918,9.77267999200932,291.1045
2004-03-20 17:00:00,2.658085002427352,113.55497233954247,173.0380384250378,11.834081064418845,317.82053
2004-03-20 18:00:00,3.026893646793334,118.72392957797977,195.08043602378245,13.813265131222217,338.47867
2004-03-20 19:00:00,3.1408981893493655,120.1388586324784,203.61531747478506,14.16246681861223,341.08264
2004-03-20 20:00:00,2.8702839408670853,115.12450507529329,184.86382973391142,12.152241224788032,319.74628
2004-03-20 21:00:00,2.3191593296894877,103.98834465259245,139.5308621870081,8.65954407522987,273.60614
2004-03-20 22:00:00,1.7621597915504155,90.78843327590731,86.94920473050148,5.541089561595691,208.66588
2004-03-20 23:00:00,1.432091839452725,80.85113862969479,52.12576804703521,4.061869331226709,166.7409
2004-03-21 00:00:00,1.3422010692576585,76.68526744576468,45.39989189315877,3.834114122447297,160.81937
2004-03-21 01:00:00,1.3045541422201756,75.91994862403266,53.54786453683073,3.3138249346407873,142.46933
2004-03-21 02:00:00,1.128807643557916,73.48065525833,52.11743957233651,1.434044852819646,81.7109
2004-03-21 03:00:00,0.8180744953774515,66.4273159545519,29.05445851560455,-1.1676584506459555,43.0816
2004-03-21 04:00:00,0.5805038466724055,57.217228212518215,-1.9231246924745733,-2.5343688345551367,48.35295
2004-03-21 05:00:00,0.6462047446883896,52.28587996049202,-11.394515234050175,-1.0897131809813896,46.906258
2004-03-21 06:00:00,1.057941717097096,56.91574841173873,20.281784273019326,2.890703202991798,124.80231
2004-03-21 07:00:00,1.6234696439029381,70.70584843999868,84.4756439514743,7.37669179259769,245.43079
2004-03-21 08:00:00,2.0641950001293594,87.48482190958006,149.15212844893475,10.142102451718879,302.85715
2004-03-21 09:00:00,2.2187422047306367,99.66307130408262,182.6561342150573,10.371254001267106,301.06424
2004-03-21 10:00:00,2.125591122569154,103.3183168343806,175.7679120454829,8.953535412518402,279.7544
2004-03-21 11:00:00,1.937818377648231,100.02559251064234,144.35716594705383,7.4011736570781075,247.77377
2004-03-21 12:00:00,1.7798353408490568,94.57667320478157,113.27852446569223,6.56410190375272,227.70505
2004-03-21 13:00:00,1.6882496085340155,91.18533515977437,97.93589729110965,6.325699066887417,223.9353
2004-03-21 14:00:00,1.6673735871738533,91.43455197322997,98.95813445283409,6.332797634722362,223.9353
2004-03-21 15:00:00,1.7608052541696142,94.89192430934793,110.45244519418262,6.7510926735826065,236.08765
2004-03-21 16:00:00,2.0311964382293572,100.65147838308324,129.3421267565806,8.119260809794335,262.32596
2004-03-21 17:00:00,2.4570211088021816,107.72016507783158,154.99084393020507,10.462053147418324,303.51196
2004-03-21 18:00:00,2.8683628192358186,114.17243636291057,181.47482187578674,12.730477699465984,326.837
2004-03-21 19:00:00,3.02474957609091,116.87944710230953,194.49478979710807,13.375214536632635,334.59433
2004-03-21 20:00:00,2.796141133964492,113.15773657531366,180.2436642515656,11.665213286139519,314.8881
2004-03-21 21:00:00,2.286430289485121,103.30668516801242,139.39812863399243,8.475785400305343,269.37222
2004-03-21 22:00:00,1.7700482983236674,91.37643541391782,91.26304263890646,5.661974498912314,210.42575
2004-03-21 23:00:00,1.4796103111509533,82.68569198282175,60.81791020495153,4.487088127829797,180.5204
2004-03-22 00:00:00,1.4281845736713161,79.73591397575355,58.37542919843705,4.56167231406898,184.35228
2004-03-22 01:00:00,1.4276754224759651,80.1492590343903,70.68624340665531,4.340055681875092,178.1136
2004-03-22 02:00:00,1.287592969069226,78.84466170946034,73.27368063173671,2.7536341277195087,121.036026
2004-03-22 03:00:00,1.0109201461615578,72.87599592587485,54.060583012794766,0.4383659568065834,52.91287
